timestamp,host,ip,username,status,message
2026-04-16 08:19:04,server3,198.51.100.77,admin,FAIL,Failed password for invalid user admin from 198.51.100.77 port 22 ssh2
2026-04-16 08:19:33,server1,198.51.100.77,admin,FAIL,Failed password for invalid user admin from 198.51.100.77 port 22 ssh2
2026-04-16 08:19:49,server2,198.51.100.77,admin,FAIL,Failed password for invalid user admin from 198.51.100.77 port 22 ssh2
2026-04-16 08:20:17,server2,185.77.44.10,dbadmin,FAIL,authentication failed for dbadmin from 185.77.44.10
2026-04-16 08:20:41,server2,185.77.44.10,dbadmin,FAIL,authentication failed for dbadmin from 185.77.44.10
2026-04-16 08:21:09,server2,185.77.44.10,dbadmin,FAIL,login failed for dbadmin from 185.77.44.10
2026-04-16 08:21:15,server2,185.77.44.10,dbadmin,FAIL,authentication failed for dbadmin from 185.77.44.10
2026-04-16 08:21:20,server2,185.77.44.10,dbadmin,FAIL,Failed password for dbadmin from 185.77.44.10 port 22 ssh2
2026-04-16 08:21:29,server3,185.77.44.10,dbadmin,FAIL,Failed password for invalid user dbadmin from 185.77.44.10 port 22 ssh2
2026-04-16 08:21:54,server1,185.77.44.10,dbadmin,FAIL,Failed password for invalid user dbadmin from 185.77.44.10 port 22 ssh2
2026-04-16 08:22:02,server1,185.77.44.10,dbadmin,FAIL,Access denied for dbadmin from 185.77.44.10
2026-04-16 08:22:34,server2,185.77.44.10,dbadmin,FAIL,login failed for dbadmin from 185.77.44.10
2026-04-16 08:22:44,server2,185.77.44.10,dbadmin,FAIL,authentication failed for dbadmin from 185.77.44.10
2026-04-16 08:22:55,server3,185.77.44.10,dbadmin,FAIL,authentication failed for dbadmin from 185.77.44.10
2026-04-16 08:23:10,server1,185.77.44.10,dbadmin,FAIL,login failed for dbadmin from 185.77.44.10
2026-04-16 08:23:34,server2,185.77.44.10,dbadmin,FAIL,authentication failed for dbadmin from 185.77.44.10
2026-04-16 08:24:04,server2,185.77.44.10,dbadmin,FAIL,Failed password for invalid user dbadmin from 185.77.44.10 port 22 ssh2
2026-04-16 08:24:15,server1,192.168.1.21,dbadmin,SUCCESS,session opened for user dbadmin from 192.168.1.21
2026-04-16 08:24:56,server1,103.55.12.91,backup,FAIL,Failed password for invalid user backup from 103.55.12.91 port 22 ssh2
2026-04-16 08:25:04,server1,103.55.12.91,backup,FAIL,Access denied for backup from 103.55.12.91
2026-04-16 08:25:34,server2,103.55.12.91,backup,FAIL,authentication failed for backup from 103.55.12.91
2026-04-16 08:25:49,server1,103.55.12.91,backup,FAIL,Failed password for invalid user backup from 103.55.12.91 port 22 ssh2
2026-04-16 08:25:57,server1,103.55.12.91,backup,FAIL,login failed for backup from 103.55.12.91
2026-04-16 08:26:20,server2,103.55.12.91,backup,FAIL,Failed password for backup from 103.55.12.91 port 22 ssh2
2026-04-16 08:26:43,server2,103.55.12.91,backup,FAIL,Access denied for backup from 103.55.12.91
2026-04-16 08:26:53,server1,103.55.12.91,backup,FAIL,authentication failed for backup from 103.55.12.91
2026-04-16 08:27:25,server1,103.55.12.91,backup,FAIL,Failed password for invalid user backup from 103.55.12.91 port 22 ssh2
2026-04-16 08:27:46,server3,103.55.12.91,backup,FAIL,Failed password for backup from 103.55.12.91 port 22 ssh2
2026-04-16 08:28:07,server3,103.55.12.91,backup,FAIL,login failed for backup from 103.55.12.91
2026-04-16 08:28:12,server2,45.13.201.7,admin,FAIL,Access denied for admin from 45.13.201.7
2026-04-16 08:28:35,server2,45.13.201.7,admin,FAIL,Failed password for admin from 45.13.201.7 port 22 ssh2
2026-04-16 08:28:53,server1,45.13.201.7,admin,FAIL,login failed for admin from 45.13.201.7
2026-04-16 08:29:09,server2,45.13.201.7,admin,FAIL,Failed password for invalid user admin from 45.13.201.7 port 22 ssh2
2026-04-16 08:29:25,server3,45.13.201.7,admin,FAIL,Access denied for admin from 45.13.201.7
2026-04-16 08:29:49,server2,45.13.201.7,admin,FAIL,Failed password for invalid user admin from 45.13.201.7 port 22 ssh2
2026-04-16 08:30:09,server1,45.13.201.7,admin,FAIL,login failed for admin from 45.13.201.7
2026-04-16 08:30:24,server2,45.13.201.7,admin,FAIL,authentication failed for admin from 45.13.201.7
2026-04-16 08:30:54,server1,45.13.201.7,admin,FAIL,authentication failed for admin from 45.13.201.7
2026-04-16 08:31:11,server3,45.13.201.7,admin,FAIL,Access denied for admin from 45.13.201.7
2026-04-16 08:31:17,server1,45.13.201.7,admin,FAIL,Access denied for admin from 45.13.201.7
2026-04-16 08:31:37,server1,45.13.201.7,admin,FAIL,Failed password for invalid user admin from 45.13.201.7 port 22 ssh2
2026-04-16 08:32:01,server1,45.13.201.7,admin,FAIL,Failed password for admin from 45.13.201.7 port 22 ssh2
2026-04-16 08:32:36,server2,45.13.201.7,admin,FAIL,Failed password for invalid user admin from 45.13.201.7 port 22 ssh2
2026-04-16 08:33:07,server3,45.13.201.7,admin,FAIL,Failed password for admin from 45.13.201.7 port 22 ssh2
2026-04-16 08:33:15,server2,45.13.201.7,admin,FAIL,login failed for admin from 45.13.201.7
2026-04-16 08:33:35,server2,45.13.201.7,admin,FAIL,Failed password for invalid user admin from 45.13.201.7 port 22 ssh2
2026-04-16 08:33:47,server3,91.210.45.200,dbadmin,FAIL,login failed for dbadmin from 91.210.45.200
2026-04-16 08:34:09,server3,91.210.45.200,dbadmin,FAIL,Failed password for dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 08:34:29,server1,91.210.45.200,dbadmin,FAIL,Failed password for dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 08:34:51,server3,91.210.45.200,dbadmin,FAIL,Access denied for dbadmin from 91.210.45.200
2026-04-16 08:35:16,server1,91.210.45.200,dbadmin,FAIL,Failed password for dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 08:35:42,server1,91.210.45.200,dbadmin,FAIL,login failed for dbadmin from 91.210.45.200
2026-04-16 08:36:07,server1,91.210.45.200,dbadmin,FAIL,Failed password for dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 08:36:37,server3,91.210.45.200,dbadmin,FAIL,Failed password for invalid user dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 08:37:07,server1,91.210.45.200,dbadmin,FAIL,Failed password for invalid user dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 08:37:20,server1,91.210.45.200,dbadmin,FAIL,Access denied for dbadmin from 91.210.45.200
2026-04-16 08:37:31,server3,198.51.100.77,admin,FAIL,authentication failed for admin from 198.51.100.77
2026-04-16 08:37:58,server3,198.51.100.77,admin,FAIL,login failed for admin from 198.51.100.77
2026-04-16 08:38:15,server1,198.51.100.77,admin,FAIL,Access denied for admin from 198.51.100.77
2026-04-16 08:38:40,server3,198.51.100.77,admin,FAIL,login failed for admin from 198.51.100.77
2026-04-16 08:38:48,server1,198.51.100.77,admin,FAIL,Access denied for admin from 198.51.100.77
2026-04-16 08:39:09,server3,198.51.100.77,admin,FAIL,Access denied for admin from 198.51.100.77
2026-04-16 08:39:25,server2,198.51.100.77,admin,FAIL,Failed password for admin from 198.51.100.77 port 22 ssh2
2026-04-16 08:39:45,server2,198.51.100.77,admin,FAIL,Failed password for invalid user admin from 198.51.100.77 port 22 ssh2
2026-04-16 08:40:04,server2,198.51.100.77,admin,FAIL,Failed password for invalid user admin from 198.51.100.77 port 22 ssh2
2026-04-16 08:40:16,server2,198.51.100.77,admin,FAIL,login failed for admin from 198.51.100.77
2026-04-16 08:40:34,server1,198.51.100.77,admin,FAIL,Access denied for admin from 198.51.100.77
2026-04-16 08:40:44,server3,198.51.100.77,admin,FAIL,Failed password for admin from 198.51.100.77 port 22 ssh2
2026-04-16 08:41:08,server2,198.51.100.77,admin,FAIL,login failed for admin from 198.51.100.77
2026-04-16 08:41:31,server3,198.51.100.77,admin,FAIL,Failed password for admin from 198.51.100.77 port 22 ssh2
2026-04-16 08:41:36,server3,198.51.100.77,admin,FAIL,Access denied for admin from 198.51.100.77
2026-04-16 08:42:04,server2,198.51.100.77,admin,SUCCESS,User admin successfully logged in from 198.51.100.77
2026-04-16 08:43:04,server1,185.77.44.10,admin,FAIL,authentication failed for admin from 185.77.44.10
2026-04-16 08:43:32,server2,185.77.44.10,admin,FAIL,login failed for admin from 185.77.44.10
2026-04-16 08:43:43,server2,185.77.44.10,admin,FAIL,Access denied for admin from 185.77.44.10
2026-04-16 08:43:55,server1,185.77.44.10,admin,FAIL,Failed password for invalid user admin from 185.77.44.10 port 22 ssh2
2026-04-16 08:44:08,server1,185.77.44.10,admin,FAIL,Access denied for admin from 185.77.44.10
2026-04-16 08:44:13,server3,185.77.44.10,admin,FAIL,Failed password for admin from 185.77.44.10 port 22 ssh2
2026-04-16 08:44:36,server2,185.77.44.10,admin,FAIL,Failed password for admin from 185.77.44.10 port 22 ssh2
2026-04-16 08:44:47,server3,185.77.44.10,admin,FAIL,Failed password for admin from 185.77.44.10 port 22 ssh2
2026-04-16 08:45:11,server3,185.77.44.10,admin,FAIL,authentication failed for admin from 185.77.44.10
2026-04-16 08:45:25,server1,185.77.44.10,admin,FAIL,Failed password for invalid user admin from 185.77.44.10 port 22 ssh2
2026-04-16 08:45:43,server3,185.77.44.10,admin,FAIL,login failed for admin from 185.77.44.10
2026-04-16 08:46:06,server3,185.77.44.10,admin,FAIL,login failed for admin from 185.77.44.10
2026-04-16 08:46:31,server3,185.77.44.10,admin,FAIL,login failed for admin from 185.77.44.10
2026-04-16 08:46:53,server3,185.77.44.10,admin,FAIL,authentication failed for admin from 185.77.44.10
2026-04-16 08:47:07,server1,185.77.44.10,admin,FAIL,Access denied for admin from 185.77.44.10
2026-04-16 08:47:33,server3,185.77.44.10,admin,FAIL,login failed for admin from 185.77.44.10
2026-04-16 08:47:53,server2,185.77.44.10,admin,FAIL,Failed password for admin from 185.77.44.10 port 22 ssh2
2026-04-16 08:47:59,server3,185.77.44.10,admin,FAIL,Failed password for invalid user admin from 185.77.44.10 port 22 ssh2
2026-04-16 08:48:32,server2,103.55.12.91,dbadmin,FAIL,authentication failed for dbadmin from 103.55.12.91
2026-04-16 08:49:00,server2,103.55.12.91,dbadmin,FAIL,login failed for dbadmin from 103.55.12.91
2026-04-16 08:49:07,server3,103.55.12.91,dbadmin,FAIL,login failed for dbadmin from 103.55.12.91
2026-04-16 08:49:32,server3,103.55.12.91,dbadmin,FAIL,Failed password for invalid user dbadmin from 103.55.12.91 port 22 ssh2
2026-04-16 08:49:50,server3,103.55.12.91,dbadmin,FAIL,Failed password for dbadmin from 103.55.12.91 port 22 ssh2
2026-04-16 08:49:55,server1,103.55.12.91,dbadmin,FAIL,login failed for dbadmin from 103.55.12.91
2026-04-16 08:50:20,server2,103.55.12.91,dbadmin,FAIL,Failed password for invalid user dbadmin from 103.55.12.91 port 22 ssh2
2026-04-16 08:50:30,server1,103.55.12.91,dbadmin,FAIL,authentication failed for dbadmin from 103.55.12.91
2026-04-16 08:50:47,server2,103.55.12.91,dbadmin,FAIL,Failed password for dbadmin from 103.55.12.91 port 22 ssh2
2026-04-16 08:51:02,server2,103.55.12.91,dbadmin,FAIL,Access denied for dbadmin from 103.55.12.91
2026-04-16 08:51:20,server2,103.55.12.91,dbadmin,FAIL,Failed password for invalid user dbadmin from 103.55.12.91 port 22 ssh2
2026-04-16 08:51:32,server2,103.55.12.91,dbadmin,FAIL,Access denied for dbadmin from 103.55.12.91
2026-04-16 08:51:37,server3,103.55.12.91,dbadmin,FAIL,authentication failed for dbadmin from 103.55.12.91
2026-04-16 08:51:54,server1,103.55.12.91,dbadmin,FAIL,login failed for dbadmin from 103.55.12.91
2026-04-16 08:52:18,server3,103.55.12.91,dbadmin,FAIL,authentication failed for dbadmin from 103.55.12.91
2026-04-16 08:52:49,server2,103.55.12.91,dbadmin,FAIL,Access denied for dbadmin from 103.55.12.91
2026-04-16 08:53:19,server1,103.55.12.91,dbadmin,FAIL,Access denied for dbadmin from 103.55.12.91
2026-04-16 08:53:39,server3,103.55.12.91,dbadmin,FAIL,login failed for dbadmin from 103.55.12.91
2026-04-16 08:53:44,server2,45.13.201.7,dbadmin,FAIL,login failed for dbadmin from 45.13.201.7
2026-04-16 08:53:56,server3,45.13.201.7,dbadmin,FAIL,Access denied for dbadmin from 45.13.201.7
2026-04-16 08:54:11,server2,45.13.201.7,dbadmin,FAIL,login failed for dbadmin from 45.13.201.7
2026-04-16 08:54:42,server1,45.13.201.7,dbadmin,FAIL,Access denied for dbadmin from 45.13.201.7
2026-04-16 08:55:15,server2,45.13.201.7,dbadmin,FAIL,login failed for dbadmin from 45.13.201.7
2026-04-16 08:55:49,server1,45.13.201.7,dbadmin,FAIL,Failed password for invalid user dbadmin from 45.13.201.7 port 22 ssh2
2026-04-16 08:55:59,server1,45.13.201.7,dbadmin,FAIL,Access denied for dbadmin from 45.13.201.7
2026-04-16 08:56:28,server2,45.13.201.7,dbadmin,FAIL,Failed password for invalid user dbadmin from 45.13.201.7 port 22 ssh2
2026-04-16 08:56:37,server1,45.13.201.7,dbadmin,FAIL,authentication failed for dbadmin from 45.13.201.7
2026-04-16 08:56:48,server1,45.13.201.7,dbadmin,FAIL,Failed password for dbadmin from 45.13.201.7 port 22 ssh2
2026-04-16 08:56:56,server2,45.13.201.7,dbadmin,FAIL,authentication failed for dbadmin from 45.13.201.7
2026-04-16 08:57:19,server3,172.16.0.8,dbadmin,SUCCESS,session opened for user dbadmin from 172.16.0.8
2026-04-16 08:58:15,server2,91.210.45.200,dbadmin,FAIL,authentication failed for dbadmin from 91.210.45.200
2026-04-16 08:58:20,server1,91.210.45.200,dbadmin,FAIL,Access denied for dbadmin from 91.210.45.200
2026-04-16 08:58:43,server2,91.210.45.200,dbadmin,FAIL,login failed for dbadmin from 91.210.45.200
2026-04-16 08:59:08,server1,91.210.45.200,dbadmin,FAIL,authentication failed for dbadmin from 91.210.45.200
2026-04-16 08:59:21,server1,91.210.45.200,dbadmin,FAIL,Failed password for invalid user dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 08:59:47,server3,91.210.45.200,dbadmin,FAIL,authentication failed for dbadmin from 91.210.45.200
2026-04-16 08:59:53,server1,91.210.45.200,dbadmin,FAIL,Access denied for dbadmin from 91.210.45.200
2026-04-16 09:00:02,server1,91.210.45.200,dbadmin,FAIL,Access denied for dbadmin from 91.210.45.200
2026-04-16 09:00:29,server1,91.210.45.200,dbadmin,FAIL,authentication failed for dbadmin from 91.210.45.200
2026-04-16 09:01:01,server2,91.210.45.200,dbadmin,FAIL,authentication failed for dbadmin from 91.210.45.200
2026-04-16 09:01:07,server3,91.210.45.200,dbadmin,FAIL,Failed password for invalid user dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 09:01:41,server3,91.210.45.200,dbadmin,FAIL,Failed password for dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 09:01:53,server1,91.210.45.200,dbadmin,FAIL,Failed password for invalid user dbadmin from 91.210.45.200 port 22 ssh2
2026-04-16 09:01:58,server3,10.0.0.22,dbadmin,SUCCESS,User dbadmin successfully logged in from 10.0.0.22
2026-04-16 09:02:44,server3,198.51.100.77,root,FAIL,Failed password for root from 198.51.100.77 port 22 ssh2
2026-04-16 09:03:05,server1,198.51.100.77,root,FAIL,Access denied for root from 198.51.100.77
2026-04-16 09:03:25,server2,198.51.100.77,root,FAIL,Failed password for invalid user root from 198.51.100.77 port 22 ssh2
2026-04-16 09:03:53,server3,198.51.100.77,root,FAIL,Failed password for invalid user root from 198.51.100.77 port 22 ssh2
2026-04-16 09:04:02,server1,198.51.100.77,root,FAIL,Failed password for invalid user root from 198.51.100.77 port 22 ssh2
2026-04-16 09:04:32,server1,198.51.100.77,root,FAIL,authentication failed for root from 198.51.100.77
2026-04-16 09:05:06,server2,198.51.100.77,root,FAIL,authentication failed for root from 198.51.100.77
2026-04-16 09:05:41,server2,198.51.100.77,root,FAIL,Failed password for root from 198.51.100.77 port 22 ssh2
2026-04-16 09:05:52,server2,198.51.100.77,root,FAIL,Access denied for root from 198.51.100.77
2026-04-16 09:06:09,server2,198.51.100.77,root,FAIL,Failed password for invalid user root from 198.51.100.77 port 22 ssh2
2026-04-16 09:06:19,server3,172.16.0.8,root,SUCCESS,login successful for root from 172.16.0.8
2026-04-16 09:06:47,server1,185.77.44.10,backup,FAIL,login failed for backup from 185.77.44.10
2026-04-16 09:07:20,server1,185.77.44.10,backup,FAIL,authentication failed for backup from 185.77.44.10
2026-04-16 09:07:49,server3,185.77.44.10,backup,FAIL,Failed password for backup from 185.77.44.10 port 22 ssh2
2026-04-16 09:08:17,server2,185.77.44.10,backup,FAIL,Access denied for backup from 185.77.44.10
2026-04-16 09:08:51,server2,185.77.44.10,backup,FAIL,authentication failed for backup from 185.77.44.10
2026-04-16 09:09:18,server3,185.77.44.10,backup,FAIL,Failed password for invalid user backup from 185.77.44.10 port 22 ssh2
2026-04-16 09:09:41,server3,185.77.44.10,backup,FAIL,authentication failed for backup from 185.77.44.10
2026-04-16 09:09:58,server1,185.77.44.10,backup,FAIL,Access denied for backup from 185.77.44.10
2026-04-16 09:10:15,server2,192.168.1.20,backup,SUCCESS,login successful for backup from 192.168.1.20
2026-04-16 09:11:07,server1,103.55.12.91,admin,FAIL,Access denied for admin from 103.55.12.91
2026-04-16 09:11:37,server2,103.55.12.91,admin,FAIL,Failed password for invalid user admin from 103.55.12.91 port 22 ssh2
2026-04-16 09:11:46,server2,103.55.12.91,admin,FAIL,Failed password for invalid user admin from 103.55.12.91 port 22 ssh2
2026-04-16 09:12:11,server2,103.55.12.91,admin,FAIL,Failed password for invalid user admin from 103.55.12.91 port 22 ssh2
2026-04-16 09:12:24,server1,103.55.12.91,admin,FAIL,authentication failed for admin from 103.55.12.91
2026-04-16 09:12:45,server1,103.55.12.91,admin,FAIL,Access denied for admin from 103.55.12.91
2026-04-16 09:13:15,server3,103.55.12.91,admin,FAIL,Failed password for admin from 103.55.12.91 port 22 ssh2
2026-04-16 09:13:23,server1,103.55.12.91,admin,FAIL,login failed for admin from 103.55.12.91
2026-04-16 09:13:36,server1,103.55.12.91,admin,FAIL,Failed password for admin from 103.55.12.91 port 22 ssh2
2026-04-16 09:14:02,server1,10.0.0.22,admin,SUCCESS,session opened for user admin from 10.0.0.22
2026-04-16 09:14:45,server2,45.13.201.7,backup,FAIL,Failed password for invalid user backup from 45.13.201.7 port 22 ssh2
2026-04-16 09:15:18,server2,45.13.201.7,backup,FAIL,Access denied for backup from 45.13.201.7
2026-04-16 09:15:37,server2,45.13.201.7,backup,FAIL,login failed for backup from 45.13.201.7
2026-04-16 09:15:45,server2,45.13.201.7,backup,FAIL,login failed for backup from 45.13.201.7
2026-04-16 09:15:57,server1,45.13.201.7,backup,FAIL,Access denied for backup from 45.13.201.7
2026-04-16 09:16:13,server3,45.13.201.7,backup,FAIL,Failed password for backup from 45.13.201.7 port 22 ssh2
2026-04-16 09:16:24,server1,45.13.201.7,backup,FAIL,Failed password for backup from 45.13.201.7 port 22 ssh2
2026-04-16 09:16:57,server3,45.13.201.7,backup,FAIL,Access denied for backup from 45.13.201.7
2026-04-16 09:17:08,server1,45.13.201.7,backup,FAIL,Failed password for backup from 45.13.201.7 port 22 ssh2
2026-04-16 09:17:18,server1,45.13.201.7,backup,FAIL,Failed password for invalid user backup from 45.13.201.7 port 22 ssh2
2026-04-16 09:17:27,server1,45.13.201.7,backup,FAIL,Failed password for invalid user backup from 45.13.201.7 port 22 ssh2
2026-04-16 09:17:40,server3,45.13.201.7,backup,FAIL,Failed password for invalid user backup from 45.13.201.7 port 22 ssh2
2026-04-16 09:17:54,server3,91.210.45.200,root,FAIL,Access denied for root from 91.210.45.200
2026-04-16 09:18:06,server3,91.210.45.200,root,FAIL,authentication failed for root from 91.210.45.200
2026-04-16 09:18:13,server1,91.210.45.200,root,FAIL,Failed password for invalid user root from 91.210.45.200 port 22 ssh2
2026-04-16 09:18:38,server1,91.210.45.200,root,FAIL,login failed for root from 91.210.45.200
2026-04-16 09:18:52,server1,91.210.45.200,root,FAIL,login failed for root from 91.210.45.200
2026-04-16 09:18:59,server1,91.210.45.200,root,FAIL,login failed for root from 91.210.45.200
2026-04-16 09:19:18,server2,91.210.45.200,root,FAIL,authentication failed for root from 91.210.45.200
2026-04-16 09:19:46,server3,91.210.45.200,root,FAIL,Failed password for root from 91.210.45.200 port 22 ssh2
2026-04-16 09:20:17,server2,91.210.45.200,root,FAIL,Access denied for root from 91.210.45.200
2026-04-16 09:20:49,server2,91.210.45.200,root,FAIL,Failed password for root from 91.210.45.200 port 22 ssh2
2026-04-16 09:21:21,server2,91.210.45.200,root,FAIL,Failed password for root from 91.210.45.200 port 22 ssh2
2026-04-16 09:21:47,server3,91.210.45.200,root,FAIL,authentication failed for root from 91.210.45.200
2026-04-16 09:22:21,server2,91.210.45.200,root,FAIL,Failed password for root from 91.210.45.200 port 22 ssh2
2026-04-16 09:22:56,server2,91.210.45.200,root,FAIL,Failed password for invalid user root from 91.210.45.200 port 22 ssh2
